사용일자,호선명,역명,승차총승객수,하차총승객수,등록일자
20200306,2호선,잠실새내,16706,17174,20200309
20200306,2호선,잠실(송파구청),53574,52067,20200309
20200306,2호선,잠실나루,11218,10605,20200309
20200306,2호선,강변(동서울터미널),26159,26064,20200309
20200306,2호선,구의(광진구청),20322,19685,20200309
20200306,2호선,건대입구,28953,32291,20200309
20200306,2호선,성수,28726,31563,20200309
20200306,2호선,뚝섬,17023,18453,20200309
20200306,2호선,한양대,5399,5615,20200309
20200306,2호선,왕십리(성동구청),13286,11617,20200309
20200306,2호선,상왕십리,11329,10733,20200309
20200306,2호선,신당,11600,12107,20200309
20200306,2호선,동대문역사문화공원,9669,10799,20200309
20200306,2호선,을지로4가,10971,10871,20200309
20200306,2호선,을지로3가,17766,17894,20200309
20200306,2호선,을지로입구,31701,32259,20200309
20200306,2호선,시청,20813,20838,20200309
20200306,1호선,동묘앞,6160,6470,20200309
20200306,1호선,청량리(서울시립대입구),16404,16346,20200309
20200306,1호선,제기동,13547,13840,20200309
20200306,1호선,신설동,11971,11758,20200309
20200306,1호선,동대문,8956,8724,20200309
20200306,1호선,종로5가,17771,18031,20200309
20200306,1호선,종로3가,19334,18278,20200309
20200306,1호선,종각,29225,29111,20200309
20200306,1호선,시청,17700,18255,20200309
20200306,1호선,서울역,32461,30457,20200309
20200305,중앙선,지평,27,21,20200308
20200305,중앙선,용문,1375,1425,20200308
20200305,중앙선,원덕,206,221,20200308
20200305,중앙선,양평,1670,1683,20200308
20200305,중앙선,오빈,177,180,20200308
20200305,중앙선,아신,357,381,20200308
20200305,중앙선,국수,404,429,20200308
20200305,중앙선,신원,113,107,20200308
20200305,중앙선,양수,1066,1030,20200308
20200305,중앙선,운길산,458,430,20200308
20200305,중앙선,팔당,574,541,20200308
20200305,중앙선,도심,1987,1507,20200308
20200305,중앙선,덕소,4327,4360,20200308
20200305,중앙선,양정,689,619,20200308
20200305,중앙선,도농,7448,6734,20200308
20200305,중앙선,구리,10485,10664,20200308
20200305,중앙선,양원,1043,1005,20200308
20200305,중앙선,망우,5654,5546,20200308
20200305,중앙선,상봉(시외버스터미널),4474,4426,20200308
20200305,중앙선,중랑,4308,4189,20200308
20200305,중앙선,회기,16710,15750,20200308
20200305,장항선,신창(순천향대),495,466,20200308
20200305,장항선,온양온천,1504,1568,20200308
20200305,장항선,배방,457,445,20200308
20200305,장항선,아산,1180,1047,20200308
20200305,장항선,쌍용(나사렛대),912,871,20200308
20200305,장항선,봉명,619,591,20200308
20200305,일산선,대화,10421,8059,20200308
20200305,일산선,주엽,6005,6115,20200308
20200305,일산선,정발산,5145,5381,20200308
20200305,일산선,마두,5423,5654,20200308
20200305,일산선,백석,7880,7919,20200308
20200305,일산선,대곡,1300,903,20200308
20200305,일산선,화정,12538,13094,20200308
20200305,일산선,원당,8419,8151,20200308
20200305,일산선,삼송,13615,13109,20200308
20200305,일산선,원흥,7128,6638,20200308
20200305,우이신설선,신설동,1767,1706,20200308
20200305,우이신설선,보문,1077,1179,20200308
20200305,우이신설선,성신여대입구(돈암),2251,2590,20200308
20200305,우이신설선,정릉,3143,3075,20200308
20200305,우이신설선,북한산보국문,4281,4184,20200308
20200305,우이신설선,솔샘,4220,3977,20200308
20200305,우이신설선,삼양사거리,1799,1804,20200308
20200305,우이신설선,삼양,1521,1700,20200308
20200305,우이신설선,화계,2453,2368,20200308
20200305,우이신설선,가오리,3061,3054,20200308
20200305,우이신설선,4.19민주묘지,1981,1896,20200308
20200305,우이신설선,솔밭공원,1739,1775,20200308
20200305,우이신설선,북한산우이,1775,1563,20200308
20200305,안산선,수리산,3366,2645,20200308
20200305,안산선,오이도,6493,6208,20200308
20200305,안산선,정왕,5034,5506,20200308
20200305,안산선,신길온천,1174,1081,20200308
20200305,안산선,안산,9499,8103,20200308
20200305,안산선,초지,3255,3221,20200308
20200305,안산선,고잔,6259,6185,20200308
20200305,안산선,중앙,11489,12070,20200308
20200305,안산선,한대앞,5750,5792,20200308
20200305,안산선,상록수,14435,14224,20200308
20200305,안산선,반월,3300,3213,20200308
20200305,안산선,대야미,3905,3519,20200308
20200305,안산선,산본,12789,13809,20200308
20200305,수인선,인천,569,973,20200308
20200305,수인선,신포,1185,1269,20200308
20200305,수인선,숭의,2960,2758,20200308
20200305,수인선,인하대,3944,3696,20200308
20200305,수인선,송도,1852,1690,20200308
20200305,수인선,연수,3226,3319,20200308
20200305,수인선,원인재,3174,3207,20200308
20200305,수인선,남동인더스파크,2004,2256,20200308
20200305,수인선,호구포,2946,3023,20200308
20200305,수인선,인천논현,4189,4437,20200308
20200305,수인선,소래포구,2873,2617,20200308
20200305,수인선,월곶,1691,1600,20200308
20200305,수인선,달월,66,41,20200308
20200305,분당선,매교,1524,1552,20200308
20200305,분당선,수원시청,7555,8351,20200308
20200305,분당선,매탄권선,3081,2906,20200308
20200305,분당선,망포,9286,8837,20200308
20200305,분당선,영통,5253,5203,20200308
20200305,분당선,청명,2756,2637,20200308
20200305,분당선,상갈,3637,3293,20200308
20200305,분당선,기흥,6620,6333,20200308
20200305,분당선,신갈,2994,2932,20200308
20200305,분당선,구성,3211,3320,20200308
20200305,분당선,죽전,8966,9457,20200308
20200305,분당선,보정,1547,1341,20200308
20200305,분당선,이매,3565,3360,20200308
20200305,분당선,오리,8934,7730,20200308
20200305,분당선,미금,11020,11768,20200308
20200305,분당선,정자,11404,12072,20200308
20200305,분당선,수내,8816,8904,20200308
20200305,분당선,서현,18261,18470,20200308
20200305,분당선,야탑,18282,19027,20200308
20200305,분당선,모란,15332,15437,20200308
20200305,분당선,태평,10694,10432,20200308
20200305,분당선,가천대,4538,5440,20200308
20200305,분당선,선정릉,6386,6812,20200308
20200305,분당선,강남구청,7039,8272,20200308
20200305,분당선,압구정로데오,12438,14027,20200308
20200305,분당선,서울숲,6824,6863,20200308
20200305,분당선,수원,5305,3683,20200308
20200305,분당선,수서,8554,8907,20200308
20200305,분당선,대모산입구,2481,2354,20200308
20200305,분당선,개포동,2319,2454,20200308
20200305,분당선,구룡,955,964,20200308
20200305,분당선,도곡,4552,4667,20200308
20200305,분당선,한티,9381,9941,20200308
20200305,분당선,선릉,10635,16259,20200308
20200305,과천선,범계,19394,18724,20200308
20200305,과천선,평촌,14273,14276,20200308
20200305,과천선,인덕원,18505,19177,20200308
20200305,과천선,정부과천청사,6724,6666,20200308
20200305,과천선,과천,3468,3197,20200308
20200305,과천선,대공원,1105,1170,20200308
20200305,과천선,경마공원,1033,1050,20200308
20200305,과천선,선바위,6726,6097,20200308
20200305,공항철도 1호선,영종,1859,1893,20200308
20200305,공항철도 1호선,인천공항2터미널,2600,2183,20200308
20200305,공항철도 1호선,인천공항1터미널,4769,4805,20200308
20200305,공항철도 1호선,공항화물청사,2280,2543,20200308
20200305,공항철도 1호선,운서,5257,5374,20200308
20200305,공항철도 1호선,청라국제도시,4913,4470,20200308
20200305,공항철도 1호선,검암,5927,5636,20200308
20200305,공항철도 1호선,계양,7418,6756,20200308
20200305,공항철도 1호선,김포공항,5660,3886,20200308
20200305,공항철도 1호선,마곡나루,5618,5193,20200308
20200305,공항철도 1호선,디지털미디어시티,10464,9705,20200308
20200305,공항철도 1호선,홍대입구,5902,6040,20200308
20200305,공항철도 1호선,공덕,1627,2094,20200308
20200305,공항철도 1호선,서울역,4061,3666,20200308
20200305,경춘선,춘천,625,576,20200308
20200305,경춘선,남춘천,1274,1267,20200308
20200305,경춘선,김유정,142,161,20200308
20200305,경춘선,강촌,170,184,20200308
20200305,경춘선,백양리,50,49,20200308
20200305,경춘선,굴봉산,64,64,20200308
20200305,경춘선,가평,918,892,20200308
20200305,경춘선,상천,140,128,20200308
20200305,경춘선,청평,898,923,20200308
20200305,경춘선,대성리,293,291,20200308
20200305,경춘선,마석,2424,2388,20200308
20200305,경춘선,천마산,1063,991,20200308
20200305,경춘선,평내호평,3792,3781,20200308
20200305,경춘선,금곡,1194,1117,20200308
20200305,경춘선,사릉,2569,2522,20200308
20200305,경춘선,퇴계원,2724,2509,20200308
20200305,경춘선,별내,1875,1848,20200308
20200305,경춘선,갈매,2228,1941,20200308
20200305,경춘선,신내,974,1040,20200308
20200305,경인선,도화,2869,2535,20200308
20200305,경인선,중동,7338,6849,20200308
20200305,경인선,온수(성공회대입구),4863,4801,20200308
20200305,경인선,도원,2064,2129,20200308
20200305,경인선,간석,4622,4355,20200308
20200305,경인선,부개,6708,6307,20200308
20200305,경인선,소사,7413,6959,20200308
20200305,경인선,구일,4789,4887,20200308
20200305,경인선,인천,2114,1622,20200308
20200305,경인선,동인천,11018,10506,20200308
20200305,경인선,제물포,7521,7038,20200308
20200305,경인선,주안,15292,14074,20200308
20200305,경인선,동암,12538,12613,20200308
20200305,경인선,백운,5603,5424,20200308
20200305,경인선,부평,22568,23780,20200308
20200305,경인선,송내,23954,23734,20200308
20200305,경인선,부천,26693,26689,20200308
20200305,경인선,역곡,21921,21885,20200308
20200305,경인선,오류동,9469,8852,20200308
20200305,경인선,개봉,16756,17204,20200308
20200305,경의선,문산,3497,3441,20200308
20200305,경의선,파주,745,594,20200308
20200305,경의선,월롱,1671,1502,20200308
20200305,경의선,금촌,4470,4419,20200308
20200305,경의선,금릉,3220,3224,20200308
20200305,경의선,운정,4376,4101,20200308
20200305,경의선,야당,4154,3939,20200308
20200305,경의선,탄현,5694,5434,20200308
20200305,경의선,일산,6600,6560,20200308
20200305,경의선,풍산,3892,3619,20200308
20200305,경의선,백마,5115,4793,20200308
20200305,경의선,곡산,385,422,20200308
20200305,경의선,능곡,2751,2467,20200308
20200305,경의선,행신,5550,5425,20200308
20200305,경의선,강매,2279,1982,20200308
20200305,경의선,화전,1076,965,20200308
20200305,경의선,수색,1844,1884,20200308
20200305,경의선,디지털미디어시티,1725,1632,20200308
20200305,경의선,가좌,3782,3531,20200308
20200305,경의선,홍대입구,1189,1308,20200308
20200305,경의선,서강대,1401,1337,20200308
20200305,경의선,공덕,2689,2388,20200308
20200305,경의선,효창공원앞,2185,2483,20200308
20200305,경의선,신촌,528,685,20200308
20200305,경의선,서울역,2897,3889,20200308
20200305,경원선,소요산,1739,1395,20200308
20200305,경원선,동두천,1443,1654,20200308
20200305,경원선,보산,1179,1040,20200308
20200305,경원선,동두천중앙,2367,2334,20200308
20200305,경원선,지행,4659,4549,20200308
20200305,경원선,덕정,4283,4252,20200308
20200305,경원선,덕계,1863,1622,20200308
20200305,경원선,양주,6049,5694,20200308
20200305,경원선,녹양,3680,3523,20200308
20200305,경원선,가능,5067,4872,20200308
20200305,경원선,의정부,14367,14613,20200308
20200305,경원선,회룡,9556,9504,20200308
20200305,경원선,망월사,5418,5501,20200308
20200305,경원선,도봉산,5794,3319,20200308
20200305,경원선,도봉,4620,4398,20200308
20200305,경원선,방학,7286,7050,20200308
20200305,경원선,녹천,3740,3169,20200308
20200305,경원선,월계,4445,4284,20200308
20200305,경원선,광운대,6450,5996,20200308
20200305,경원선,석계,6562,7424,20200308
20200305,경원선,신이문,6886,6277,20200308
20200305,경원선,외대앞,5519,5465,20200308
20200305,경원선,청량리(서울시립대입구),8836,9886,20200308
20200305,경원선,왕십리(성동구청),10378,11477,20200308
20200305,경원선,응봉,1281,1068,20200308
20200305,경원선,옥수,27,22,20200308
20200305,경원선,한남,3392,3266,20200308
20200305,경원선,서빙고,1316,1229,20200308
20200305,경원선,이촌(국립중앙박물관),2577,2052,20200308
20200305,경부선,광명,1964,1757,20200308
20200305,경부선,서동탄,1113,874,20200308
20200305,경부선,당정,4817,4682,20200308
20200305,경부선,천안,2197,2230,20200308
20200305,경부선,두정,2368,2309,20200308
20200305,경부선,직산,396,397,20200308
20200305,경부선,성환,1751,1725,20200308
20200305,경부선,평택,6534,6318,20200308
20200305,경부선,지제,1493,1399,20200308
20200305,경부선,서정리,3384,3335,20200308
20200305,경부선,송탄,2525,2439,20200308
20200305,경부선,진위,1059,946,20200308
20200305,경부선,오산,5834,5909,20200308
20200305,경부선,오산대,1853,1681,20200308
20200305,경부선,세마,1724,1589,20200308
20200305,경부선,병점,9198,8952,20200308
20200305,경부선,세류,2211,2057,20200308
20200305,경부선,독산,14027,14800,20200308
20200305,경부선,수원,21047,22835,20200308
20200305,경부선,화서,5397,5211,20200308
20200305,경부선,성균관대,9778,9588,20200308
20200305,경부선,의왕,7041,7021,20200308
20200305,경부선,군포,6199,6221,20200308
20200305,경부선,금정,20184,20662,20200308
20200305,경부선,명학,7461,7381,20200308
20200305,경부선,안양,15895,15907,20200308
20200305,경부선,관악,5583,5090,20200308
20200305,경부선,석수,8149,7220,20200308
20200305,경부선,금천구청,9097,8867,20200308
20200305,경부선,가산디지털단지,15133,17003,20200308
20200305,경부선,구로,14516,14762,20200308
20200305,경부선,신길,7511,6237,20200308
20200305,경부선,신도림,3281,3145,20200308
20200305,경부선,영등포,27929,28778,20200308
20200305,경부선,대방,10246,10418,20200308
20200305,경부선,노량진,6966,6905,20200308
20200305,경부선,용산,21930,22592,20200308
20200305,경부선,남영,7820,8341,20200308
20200305,경부선,서울역,2017,741,20200308
20200305,경강선,여주,1004,1000,20200308
20200305,경강선,세종대왕릉,170,160,20200308
20200305,경강선,부발,1072,990,20200308
20200305,경강선,이천,1505,1608,20200308
20200305,경강선,신둔도예촌,740,691,20200308
20200305,경강선,곤지암,1257,1264,20200308
20200305,경강선,초월,1884,1825,20200308
20200305,경강선,경기광주,4893,4641,20200308
20200305,경강선,삼동,1672,1560,20200308
20200305,경강선,이매,699,595,20200308
20200305,경강선,판교,3122,2982,20200308
20200305,9호선2~3단계,중앙보훈병원,7149,6475,20200308
20200305,9호선2~3단계,둔촌오륜,603,576,20200308
20200305,9호선2~3단계,올림픽공원(한국체대),3573,3500,20200308
20200305,9호선2~3단계,한성백제,1692,1481,20200308
20200305,9호선2~3단계,송파나루,3268,3471,20200308
20200305,9호선2~3단계,석촌,5381,4702,20200308
20200305,9호선2~3단계,석촌고분,4152,4170,20200308
20200305,9호선2~3단계,삼전,4807,4663,20200308
20200305,9호선2~3단계,종합운동장,3124,3061,20200308
20200305,9호선2~3단계,봉은사,11249,11319,20200308
20200305,9호선2~3단계,삼성중앙,4840,5023,20200308
20200305,9호선2~3단계,선정릉,6932,7547,20200308
20200305,9호선2~3단계,언주,7534,7656,20200308
20200305,9호선,신논현,23509,23449,20200308
20200305,9호선,사평,2033,2057,20200308
20200305,9호선,고속터미널,6449,8223,20200308
20200305,9호선,신반포,1755,1828,20200308
20200305,9호선,구반포,1882,1969,20200308
20200305,9호선,동작(현충원),1388,1043,20200308
20200305,9호선,흑석(중앙대입구),5581,5871,20200308
20200305,9호선,노들,3287,2921,20200308
20200305,9호선,노량진,20445,20130,20200308
20200305,9호선,샛강,4026,4245,20200308
20200305,9호선,여의도,18065,17743,20200308
20200305,9호선,국회의사당,13244,13267,20200308
20200305,9호선,당산,14248,14066,20200308
20200305,9호선,선유도,5635,5339,20200308
20200305,9호선,신목동,2906,2655,20200308
20200305,9호선,염창,13252,13178,20200308
20200305,9호선,등촌,8123,8120,20200308
20200305,9호선,증미,5721,5780,20200308
20200305,9호선,가양,15964,15620,20200308
20200305,9호선,양천향교,7067,7451,20200308
20200305,9호선,마곡나루,8251,8064,20200308
20200305,9호선,신방화,5174,5152,20200308
20200305,9호선,공항시장,2241,2578,20200308
20200305,9호선,김포공항,4953,6029,20200308
20200305,9호선,개화,2084,1430,20200308
20200305,8호선,모란,3227,2399,20200308
20200305,8호선,수진,3894,3497,20200308
20200305,8호선,신흥,3578,3880,20200308
20200305,8호선,단대오거리,8239,7967,20200308
20200305,8호선,남한산성입구(성남법원.검찰청),10684,9823,20200308
20200305,8호선,산성,4182,4184,20200308
20200305,8호선,복정,8074,6807,20200308
20200305,8호선,장지,13352,13032,20200308
20200305,8호선,문정,17518,18510,20200308
20200305,8호선,가락시장,6454,7229,20200308
20200305,8호선,송파,6602,6280,20200308
20200305,8호선,석촌,5889,6872,20200308
20200305,8호선,잠실(송파구청),10615,11876,20200308
20200305,8호선,몽촌토성(평화의문),4057,4237,20200308
20200305,8호선,강동구청,8422,8775,20200308
20200305,8호선,천호(풍납토성),13050,14767,20200308
20200305,8호선,암사,14775,12995,20200308
20200305,7호선,부평구청,9714,7877,20200308
20200305,7호선,굴포천,7171,7683,20200308
20200305,7호선,삼산체육관,3662,3256,20200308
20200305,7호선,상동,10077,10480,20200308
20200305,7호선,부천시청,9838,9707,20200308
20200305,7호선,신중동,11499,11510,20200308
20200305,7호선,춘의,8159,8097,20200308
20200305,7호선,부천종합운동장,3786,3233,20200308
20200305,7호선,까치울,5982,5639,20200308
20200305,7호선,온수(성공회대입구),8702,7947,20200308
20200305,7호선,천왕,8019,7279,20200308
20200305,7호선,광명사거리,19223,18983,20200308
20200305,7호선,철산,17079,17466,20200308
20200305,7호선,가산디지털단지,38008,38871,20200308
20200305,7호선,남구로,13392,14396,20200308
20200305,7호선,대림(구로구청),5132,5102,20200308
20200305,7호선,신풍,8551,8221,20200308
20200305,7호선,보라매,7585,7546,20200308
20200305,7호선,신대방삼거리,13405,12802,20200308
20200305,7호선,장승배기,8142,7920,20200308
20200305,7호선,상도,8160,7678,20200308
20200305,7호선,숭실대입구(살피재),8856,8781,20200308
20200305,7호선,남성,8900,8296,20200308
20200305,7호선,이수,12362,12225,20200308
20200305,7호선,내방,11541,11963,20200308
20200305,7호선,고속터미널,10424,9308,20200308
20200305,7호선,반포,4322,4316,20200308
20200305,7호선,논현,16833,18531,20200308
20200305,7호선,학동,19991,21625,20200308
20200305,7호선,강남구청,12991,14644,20200308
20200305,7호선,청담,16105,17850,20200308
20200305,7호선,뚝섬유원지,5443,5443,20200308
20200305,7호선,건대입구,9370,9622,20200308
20200305,7호선,어린이대공원(세종대),8722,8505,20200308
20200305,7호선,군자(능동),11773,9269,20200308
20200305,7호선,중곡,7893,7334,20200308
20200305,7호선,용마산,4846,4619,20200308
20200305,7호선,사가정,12613,12820,20200308
20200305,7호선,면목,12796,12518,20200308
20200305,7호선,상봉(시외버스터미널),13947,12960,20200308
20200305,7호선,중화,8946,8591,20200308
20200305,7호선,먹골,8272,8074,20200308
20200305,7호선,태릉입구,6111,5563,20200308
20200305,7호선,공릉(서울과학기술대),8966,8945,20200308
20200305,7호선,하계,13428,12655,20200308
20200305,7호선,중계,11053,9867,20200308
20200305,7호선,노원,14649,15723,20200308
20200305,7호선,마들,9340,9050,20200308
20200305,7호선,수락산,10047,10159,20200308
20200305,7호선,도봉산,7304,8324,20200308
20200305,7호선,장암,1999,737,20200308
20200305,6호선,봉화산(서울의료원),7753,6994,20200308
20200305,6호선,화랑대(서울여대입구),8987,6932,20200308
20200305,6호선,태릉입구,4276,4715,20200308
20200305,6호선,석계,10128,10314,20200308
20200305,6호선,돌곶이,7119,6752,20200308
20200305,6호선,상월곡(한국과학기술연구원),4943,4357,20200308
20200305,6호선,월곡(동덕여대),9078,8964,20200308
20200305,6호선,고려대(종암),6025,5828,20200308
20200305,6호선,안암(고대병원앞),7632,7586,20200308
20200305,6호선,보문,6055,5532,20200308
20200305,6호선,창신,2791,2265,20200308
20200305,6호선,동묘앞,6193,6409,20200308
20200305,6호선,신당,6790,7239,20200308
20200305,6호선,청구,3222,3494,20200308
20200305,6호선,약수,2949,2943,20200308
20200305,6호선,버티고개,1763,1711,20200308
20200305,6호선,한강진,5114,6177,20200308
20200305,6호선,이태원,8524,9481,20200308
20200305,6호선,녹사평(용산구청),3929,4012,20200308
20200305,6호선,삼각지,4529,3996,20200308
20200305,6호선,효창공원앞,5560,5001,20200308
20200305,6호선,공덕,14933,14659,20200308
20200305,6호선,대흥(서강대앞),6200,6377,20200308
20200305,6호선,광흥창(서강),7147,6927,20200308
20200305,6호선,상수,6436,7221,20200308
20200305,6호선,합정,10559,10269,20200308
20200305,6호선,망원,11110,12324,20200308
20200305,6호선,마포구청,11176,9936,20200308
20200305,6호선,월드컵경기장(성산),3396,3560,20200308
20200305,6호선,디지털미디어시티,11252,12103,20200308
20200305,6호선,증산(명지대앞),8321,8124,20200308
20200305,6호선,새절(신사),10396,9701,20200308
20200305,6호선,구산,5864,4333,20200308
20200305,6호선,독바위,2204,2301,20200308
20200305,6호선,불광,3418,3542,20200308
20200305,6호선,역촌,2950,3543,20200308
20200305,6호선,응암,14036,14088,20200308
20200305,5호선,마천,4140,4156,20200308
20200305,5호선,거여,5922,5541,20200308
20200305,5호선,개롱,4765,4969,20200308
20200305,5호선,오금,2960,2936,20200308
20200305,5호선,방이,5359,5371,20200308
20200305,5호선,올림픽공원(한국체대),2743,2348,20200308
20200305,5호선,둔촌동,6237,6374,20200308
20200305,5호선,상일동,13385,11306,20200308
20200305,5호선,고덕,6263,6460,20200308
20200305,5호선,명일,5836,6002,20200308
20200305,5호선,굽은다리(강동구민회관앞),6803,6542,20200308
20200305,5호선,길동,5700,5964,20200308
20200305,5호선,강동,15629,13863,20200308
20200305,5호선,천호(풍납토성),13292,14091,20200308
20200305,5호선,광나루(장신대),10003,8926,20200308
20200305,5호선,아차산(어린이대공원후문),10899,10751,20200308
20200305,5호선,군자(능동),8863,9615,20200308
20200305,5호선,장한평,14865,14792,20200308
20200305,5호선,답십리,13066,11990,20200308
20200305,5호선,마장,4286,4087,20200308
20200305,5호선,왕십리(성동구청),3432,3801,20200308
20200305,5호선,행당,6244,5541,20200308
20200305,5호선,신금호,4821,4908,20200308
20200305,5호선,청구,3346,3062,20200308
20200305,5호선,동대문역사문화공원,2433,2688,20200308
20200305,5호선,을지로4가,4853,5039,20200308
20200305,5호선,종로3가,8265,8303,20200308
20200305,5호선,광화문(세종문화회관),24845,26200,20200308
20200305,5호선,서대문,14538,14772,20200308
20200305,5호선,충정로(경기대입구),3664,3731,20200308
20200305,5호선,애오개,5714,5694,20200308
20200305,5호선,공덕,11306,12096,20200308
20200305,5호선,마포,11546,11960,20200308
20200305,5호선,여의나루,5211,5482,20200308
20200305,5호선,여의도,21459,22519,20200308
20200305,5호선,신길,3054,3386,20200308
20200305,5호선,영등포시장,7265,7462,20200308
20200305,5호선,영등포구청,3254,3356,20200308
20200305,5호선,양평,6182,6254,20200308
20200305,5호선,오목교(목동운동장앞),17737,18912,20200308
20200305,5호선,목동,13675,15371,20200308
20200305,5호선,신정(은행정),11351,8618,20200308
20200305,5호선,까치산,24661,23634,20200308
20200305,5호선,화곡,23941,22234,20200308
20200305,5호선,우장산,10580,10595,20200308
20200305,5호선,발산,14518,15060,20200308
20200305,5호선,마곡,6402,5999,20200308
20200305,5호선,송정,5638,5177,20200308
20200305,5호선,김포공항,4631,4225,20200308
20200305,5호선,개화산,4666,4447,20200308
20200305,5호선,방화,5379,5105,20200308
20200305,4호선,남태령,734,650,20200308
20200305,4호선,사당,18752,15975,20200308
20200305,4호선,총신대입구(이수),14918,16500,20200308
20200305,4호선,동작(현충원),1659,1730,20200308
20200305,4호선,이촌(국립중앙박물관),4738,5508,20200308
20200305,4호선,신용산,12032,12839,20200308
20200305,4호선,삼각지,3916,4147,20200308
20200305,4호선,숙대입구(갈월),10375,10307,20200308
20200305,4호선,서울역,9401,11211,20200308
20200305,4호선,회현(남대문시장),18352,19671,20200308
20200305,4호선,명동,14207,14881,20200308
20200305,4호선,충무로,23256,24146,20200308
20200305,4호선,동대문역사문화공원,12521,12015,20200308
20200305,4호선,동대문,16752,17389,20200308
20200305,4호선,혜화,21208,21460,20200308
20200305,4호선,한성대입구(삼선교),10341,10088,20200308
20200305,4호선,성신여대입구(돈암),15525,14899,20200308
20200305,4호선,길음,15940,14976,20200308
20200305,4호선,미아사거리,22851,22006,20200308
20200305,4호선,미아(서울사이버대학),12549,12040,20200308
20200305,4호선,수유(강북구청),28832,28816,20200308
20200305,4호선,쌍문,25236,23141,20200308
20200305,4호선,창동,21405,23018,20200308
20200305,4호선,노원,15200,17110,20200308
20200305,4호선,상계,15997,14578,20200308
20200305,4호선,당고개,9935,9202,20200308
20200305,3호선,오금,4982,4341,20200308
20200305,3호선,경찰병원,5864,5973,20200308
20200305,3호선,가락시장,7065,6916,20200308
20200305,3호선,수서,10903,11065,20200308
20200305,3호선,일원,6720,6625,20200308
20200305,3호선,대청,7476,6801,20200308
20200305,3호선,학여울,1251,1252,20200308
20200305,3호선,대치,7595,7358,20200308
20200305,3호선,도곡,3776,3826,20200308
20200305,3호선,매봉,9306,8821,20200308
20200305,3호선,양재(서초구청),30846,33203,20200308
20200305,3호선,남부터미널(예술의전당),21686,22152,20200308
20200305,3호선,교대(법원.검찰청),11720,7724,20200308
20200305,3호선,고속터미널,22946,22625,20200308
20200305,3호선,잠원,4079,4037,20200308
20200305,3호선,신사,23878,25499,20200308
20200305,3호선,압구정,23495,25380,20200308
20200305,3호선,옥수,6601,6913,20200308
20200305,3호선,금호,6244,5885,20200308
20200305,3호선,약수,10413,10176,20200308
20200305,3호선,동대입구,5599,6041,20200308
20200305,3호선,충무로,1,0,20200308
20200305,3호선,을지로3가,8996,9395,20200308
20200305,3호선,종로3가,8766,9959,20200308
20200305,3호선,안국,13966,14597,20200308
20200305,3호선,경복궁(정부서울청사),13584,13404,20200308
20200305,3호선,독립문,5063,5211,20200308
20200305,3호선,무악재,3053,3098,20200308
20200305,3호선,홍제,13819,13198,20200308
20200305,3호선,녹번,10879,9749,20200308
20200305,3호선,불광,12733,13521,20200308
20200305,3호선,연신내,30494,28833,20200308
20200305,3호선,구파발,14669,13299,20200308
20200305,3호선,지축,2286,2327,20200308
20200305,2호선,용두(동대문구청),1836,1935,20200308
20200305,2호선,신정네거리,7580,7956,20200308
20200305,2호선,양천구청,5134,5391,20200308
20200305,2호선,도림천,987,1044,20200308
20200305,2호선,신설동,2483,2555,20200308
20200305,2호선,신답,1338,1509,20200308
20200305,2호선,용답,1948,1934,20200308
20200305,2호선,충정로(경기대입구),8702,9186,20200308
20200305,2호선,아현,7446,7244,20200308
20200305,2호선,이대,8184,8595,20200308
20200305,2호선,신촌,25421,26207,20200308
20200305,2호선,홍대입구,38433,41080,20200308
20200305,2호선,합정,24407,25568,20200308
20200305,2호선,당산,16120,18522,20200308
20200305,2호선,영등포구청,19486,19716,20200308
20200305,2호선,문래,17480,17862,20200308
20200305,2호선,신도림,40521,39409,20200308
20200305,2호선,대림(구로구청),19873,20031,20200308
20200305,2호선,구로디지털단지,51163,51577,20200308
20200305,2호선,신대방,21976,21167,20200308
20200305,2호선,신림,53567,51861,20200308
20200305,2호선,봉천,19664,18432,20200308
20200305,2호선,서울대입구(관악구청),37936,36540,20200308
20200305,2호선,낙성대,21505,20734,20200308
20200305,2호선,사당,28424,30563,20200308
20200305,2호선,방배,13052,13447,20200308
20200305,2호선,서초,16697,17442,20200308
20200305,2호선,교대(법원.검찰청),28610,31451,20200308
20200305,2호선,강남,64350,64829,20200308
20200305,2호선,역삼,40563,44825,20200308
20200305,2호선,선릉,46332,41607,20200308
20200305,2호선,삼성(무역센터),37861,39202,20200308
20200305,2호선,종합운동장,4987,5377,20200308
20200305,2호선,잠실새내,15692,15610,20200308
20200305,2호선,잠실(송파구청),51452,50461,20200308
20200305,2호선,잠실나루,11084,10548,20200308
20200305,2호선,강변(동서울터미널),24096,23575,20200308
20200305,2호선,구의(광진구청),19867,19303,20200308
20200305,2호선,건대입구,26590,28530,20200308
20200305,2호선,성수,28485,31485,20200308
20200305,2호선,뚝섬,16906,18168,20200308
20200305,2호선,한양대,5277,5823,20200308
20200305,2호선,왕십리(성동구청),12805,10845,20200308
20200305,2호선,상왕십리,11049,10636,20200308
20200305,2호선,신당,11088,11473,20200308
20200305,2호선,동대문역사문화공원,9364,10274,20200308
20200305,2호선,을지로4가,10968,10753,20200308
20200305,2호선,을지로3가,17794,17772,20200308
20200305,2호선,을지로입구,31185,32229,20200308
20200305,2호선,시청,20576,20947,20200308
